account,username,text
folkative,cherry.2ndacc,"Lho kok turun, dapat apa 10rb ? 😮"
folkative,kessy_yra,Apapun gebrakannya ttp aja pak anis yg paling cocok jdi pesinden🥰
folkative,favoritesalmoneverybody,wkwkwk gizi apaan Pak modal ceban
folkative,andyarfan_,Di palu namanya nasi serba 10000
folkative,datalogi.id,"harus dipangkas & instruksi dari yang paling atas, kalo kegedean dan gk ada instruksi dari RI1, ya yang pangkas cucunguk"" yg di bawah."
folkative,ivancahyoo,tebak menu
folkative,goyarrrr,Makan siangnya setiap berapa hari sekali?
folkative,nurangga.s,gua tambahin dah
folkative,__thoy,Dapet lemper 2 biji
folkative,papahpahri,"Andai Abah yg jadi pesinden niscaya uang makan 100% untuk rakyat, syg nya Abah dizolimi dan dikhianati
Kalo begini terus kita harus membeli pulau kosong, kita isi dan jadikan Abah pemimpin tunggal dan juru selamat , niscaya tempat yg Abah pimpin bakal makmur dan jauh dari segala benjanda♥️"
folkative,alenia_klley,Postingan kesukaan anak abah 😍😍
folkative,rizkaciptaa,Bergizi apaan 10k? 🤡🤡🤡🤡
folkative,aldnsyhp,Kini danamya tergantung kepada Pejabat Daerah masih-masing 😂
folkative,samorefa,ayam poci
folkative,moch_aldi_rafsanjani,Bisa di SMK ku dulu pecel iwak tepung
folkative,muchamad_arum,Mayan dapet nasi uduk kalo di tempat gw
folkative,louisaputra,"niatnya baik, but useless"
folkative,ameena.pdf,Pahe 1 harga berapa ya
folkative,71iskandar,Kebanggaan warga 58 😂
folkative,shrladt,10 ribu dari pusat sampai bawah 5 ribu
folkative,fiiddkk_,10rb dapet apa bang
folkative,abdullahhasansiddiq,"Disini di malang 10rb bisa makan nasi, sayur bayam, ikan pindang, tahu, sama es teh masih saya bilang murah, kalau dikota metropolitan gak tahu tarifnya berapa"
folkative,worldofmyeuphoria,Telor gulung aja 10rb cuma dapet 5 gak sih
folkative,alenia_klley,Bentar lagi anak abah pada muncul 😍😍
folkative,sya.arzz,"lu kali dah tuh sama jumlah anak se indo, baru abis itu komen cok"
folkative,cupakadiwa,"Anak Abah jangan Protes ya, lu ga ikut milih."
folkative,rafi.d.k,"bersyukur lah harus pinter pinter hemat uang negara , biar ga krisis"
folkative,bilaonaire_,nyampe bawah dua rebu
folkative,riasianturi,"IN THE NAME OF JESUS. Thank you President, God bless Indonesia ❤️"
folkative,sigitjayaherlambang,panem et circenses
folkative,_xxasrf,Yakin udah bergizi 10 ribu?
folkative,sy.euis,"10ribu dapet apa ya?? terjamin kah protein, vitamin, mineral, serat dalam 1 tempat makan dengan dana 10ribu"
folkative,rhmnwijaya,Ke kantong anak cuma 2k paling an😂
folkative,shnyk.g,Asal ga dikorupsi aja
folkative,reza_ms99,kapan merata programnya emg kaya gw zaman sd dulu dpt bubur kacang ijo
folkative,galih.rzhs,Makan gratis ❌ makan drastis 💯
folkative,mooo_maklor_siguragura,gatau dah dapet kebawahnya brp . biasanya ada yg motong pak
folkative,futami.mimi,mending di batalin aja si pak program nya 🙏
folkative,muhamadrizalb,😢
folkative,ferryprasetio,"Seribu lagi pak , naspad 11.000 🙏"
folkative,dhikaawaludin,Di kaltim gubernur baru serba gratiss poll pak
folkative,rikibaihaqi_haddad,"Nasi 3rb, lauk 4rb, sayur seribu susu 2rb, cukup kok, kalian aja nyinyir"
folkative,fzbdvn10,Wkwkwkwk
folkative,heyy.kidss,"beli di mama ku sini 8rb pake telor,tempe,nasi,sayur"
folkative,sunjayaem,10 rebu di purwokerto dapet ayam nasi sambel estehhhhh
folkative,hendihimself,Batagor kualitas tilu hareup kantor urg ge Rp 15.000 saporsi bos
folkative,budi2006,Dipotong panitia 20% nyisa 8000..
folkative,aldyodoonk,Dari bapak 10rb sampe ke vendor ada yang bisa tebak dapat berapa 😂😂
folkative,adha_zx,"Kalau belinya 1porsi ya ga dapet apa"", tp kalau partai besar kan beda cerita bisa dpt lebih,😁"
folkative,gmornap,Kalau udh dikorupsi sisa 5 rebu tinggal nasi kecap doang yh
folkative,azis_is05,"Jangan terburu² pak,santai aja siapa tau nanti bisa ketemu diangka Rp.5000 hitungannya"
folkative,bersoreriang,Le tenan wae rek
folkative,drajatgumilarpratama_,"Itu cuman anggaran 10rb per anak, gausah panik pasti pemerintah memberikan yang terbaik . Bayangi tuh anak anak se indonesia lagi patungan ngaliwet pasti jadi lauk pauk mewah kan bisa aja kalo dikumpulin 😂"
folkative,yeagerart_merch,"Gua jadi ngerti kenapa Suharto otoriter, karena pemerintah mau bener atau salah, mau positif atau negatif, rakyatnya yang masih rendah ini pasti selalu kritik. Kritik ketika salah masih mending yang bahaya itu kritik ketika pemerintah udah bener. Makanya udah bener kalo pengen bikin NKRI maju atau selamat pemerintah harus otoriter."
folkative,bismasumtofa,Itu klo utk masak prasmanan ya cukup2 aja. Asal ga pada minta jatah ini itu
folkative,xofdlyxo,"Mending gausah pak, 10rb doang semua orang juga ada"
folkative,bara.imam_,Naspad😋
folkative,mamasuryazafran,"Di warung emak saya nasi ayam + sayur 10rb pak , udh kebanyak bergizi ada sayur ya ada proteinnya ada karbonya hehe"
folkative,aldippputra,Seblak aja gak cukup 10.000 😢
folkative,alti.royyyy,makan doang tanpa susu sih masih bisa asal jgn ada korupsi Rp. 1 pun
folkative,alineocttyra,Tnyata msh bnyak manusia yg kufur nikmat @rzkrchmn_
folkative,akmalromadhan,"Per anak 10k, di kumpulkan misalnya dalam 1 sekolah ada 500 murid, jadi total 5 juta dalam 1 hari, jadi di belanja kan dan di buat untuk masak besar, malah berlebih sih. Good job presiden ku"
folkative,dean.hdyt,"program yang maksain, buang2 anggaran aja, bergizi juga blm tentu dengan harga 10 rb, belum korupsinya😢"
folkative,aldersalnardo,menunya sama menu klas ekonomi di kapal PELNI tahun 90an kayaknya 🤭
folkative,afcmafia79,Atur saja pak kami ngikut aja yg penting anak2 Indonesia sehat
folkative,mr_jwiz88,Astagfiruloooh.. kemarin gue makan di angkringan aja habis 20k.. itu aja dah ngirit2 banget. Ini 10rb dapat apa?? Siomay kaleee
folkative,yosafatboy,"Semangat ya Pak, kami percaya akan segala yg akan Bapak kerjakan di kepemimpinan Bapak. 🔥🔥"
folkative,habibahs15_,Dapetnya nasi putih sama telor rebus ☺️
folkative,audixyudha,Kalau ga dikorup sih aman aja budget segitu
folkative,nabilla.tr,😂
folkative,callmee.rindu_,nasi warteg 10k udh porsi kuli wkwkw mayan
folkative,agus.fadillah,"Inilah kalo planning tanpa kajian diawal, yah smoga aja gk gitu² amat menunya"
folkative,ilhamsukamartabak,dpt nasi ayam kantin
folkative,yyaa.reaa,"10 rb dikantin sklh ada spageti daging,miegoreng ayam,nasi tempe orek telur 🙌❤️"
folkative,bobharsan_,Njir😮
folkative,cuanmologi,Gratis tapi bayar 10 ribu per anak??
folkative,mhmadhardiansyah,😂
folkative,rizkialmunawar7,Pak kalau bayar pajak kendaraan di hapuskan giman ??
folkative,ybnputr4,budget segitu mah cukup buat beli roti sama gudang garam filter 2 batang
folkative,tannnncxx,"10k dari pusat, nyampe sini paling 2k"
folkative,syam_jr11,Sego krawu sing pitong ewu
folkative,tofukotak,kasih telor ayam 3 biji sama sayuran dah ok itu dengan dana segitu.
folkative,jodyadrianto,🤣
folkative,irhammuliyawan,Bentar mo beli ayam geprek dulu
folkative,artssira9,Asal jangan di cut lagi.. biasanya pas sampe kebawah jadi kecil bisa jadi 5rb
folkative,kamujahat_sri,"10rb dri pusat, sampe perut kira"" berapa ?"
folkative,diniyahiz,"Kalo 1 kelas 35 orang berarti sehari 350k, kalo kelola nya bener udh dpt protein hewani sayur + karbo sih. Apalagi kalo di gabung 1 sekolah, dana nya lebih banyak belanjanya jg lebih hemat . Soalnya gua emak2 yg tiap hari masak 🤣"
folkative,nnnaaffiirr,anjay nasi padang uni emirates
folkative,4lgiiuu,"pdhl tinggal manut jir, komen nya serem"
folkative,faries_dwi,Oleh a
folkative,yusran.27,10 cuma dapet ayam geprek + nasi 2 suap
folkative,shindiprs,10rb itu udah banyak Lo yaa... Nasi campur di rumahku aja 8rb .. lauknya telur oseng tahu tempe sama sayur
folkative,girinursiidik,meujeuh atuhh sakitu mah
folkative,teafortwo0,Napa komennya bagus2 semua yaa
folkative,oliviiayee,awas aja smpe dikorup 5k
folkative,reviniaayu,What? Mon maap Anak aku bawa bekal dari rumah aja 😂
folkative,rsuyanto22,Semoga amanah yang dibawahnya
folkative,ashikabihyuga,apasi ah
folkative,dika.arieff,paling nyampe ke bawah cuman roti + air mineral
folkative,threezoou,10k magnum 2 + nasi uduk 1
folkative,roynaldoagung,trus siapa yang masak itu?
folkative,matrilde_fabiola_yw,"Bersyukurr, yg gak ikut punya anak. Mending diem dah"
folkative,raaditap,😂😂😂😂
folkative,bd_alaz,"Dan baru dijalankan disebagian kota besar, di kabupaten² masih sepi"
folkative,niakurniyati_13,anak umur 22th dapet ga pak?
folkative,sam_soel_fat,"Mending BATALIN, cmn 10rb tp dampak lain ppn naik subsidi bbm di cabut, ketolong buat bocil doang 10rb tp makan pagi malam naik bs berkali"" lipat,"
folkative,habibibatik,10 rb × 35 siswa = 350 rb... Klo aku di suruh masak dapet ayam 4 ekor plus tahu tempe nya dengan sayur an nya... Pas kok klo di kelola sekolah dengan baik 👌
folkative,cholintropikal_,nasi padang ceban jga dapat inii
folkative,kiranagkhair,Kyk budget catering kantor saya
folkative,azizah.hanum_lpw,10 ribu di tempat kalian sudah bisa makan sama apa pemirsa ?
folkative,trinan.to,Oke kuahnya banyakin ya bang
folkative,lovyersnt_,Wauww ayam geprek everyday bisa ini
folkative,rezahmd15,Pak bisa ga kata “bergizi” nya ilangin aja? Gimik doang kan itu
folkative,_mega1922,Pas lah nasi bungkus 10k
folkative,hopipah10,Padahal makan gratis buat anak2 loh tp yg pada riweh org2 dewasa 😄😄😄
folkative,farhat.dje,dulu sempet wacana 15rb kan ya?
folkative,egasham_,Kapan ya liat anak anak makan 4 sehat 5 sempurna seperti diluar negri gitukan kalo istirahat pada makan prasmanan
folkative,rahmadynaas,"Udah bagusssss disamaratakan biar dapet gizi semua, masih aja pada protes. Pdhl yg protes nggak ngasih apa2 🤣🤣 alhamdulillah kekk protes muluuuuu"
folkative,handa_yani1973,Cukup pak asal gak dikorupsi... 😂
folkative,maulanaghfr,Sego megono mendoan Everywhere
folkative,ovalianianna,Aa seru kali. Tp beda kota beda menu makanan pasti karna kota jawa makannya murah2 enak2
folkative,solahudin_20,chuaaaaaakkkkkkksssss
folkative,mpranaditta,"Alhamdulillah, bisa jadi ini termasuk langkah awal harga bahan pokok turun🙌🏻 tetapi petani dan sejenisnya makin sejahtera krn bbrp program yg sudah jalan seperti pelunasan hutang buruh tani"
folkative,yo.an__,"10rb itu kan anggaran per-anak, jgn disamain sama harga di warteg, diwarteg orng jualan udah pasti ambil untung .. netizen nyinyir banget 😂"
folkative,prsty18_,Kok yg bukan pelajar pada komen
folkative,ansariaditya_,😂
folkative,ikiakuoe,"Kayaknya dibatalkan aja deh pak , dialokasikan untuk yang lebih efektif deh"
folkative,fitrahmaulani_,"10rb udah dapet susu ultra sama snack anjir,dikira makan gratis yang dikasi naspad kali ya,yang kemaren gaada makanan tambahan biasa2 aja aneh emng😭😭😭"
folkative,ravilaruby,Udah dikasih masi aja pada ngedumel ah elah
folkative,zatria_tameon,"Yang komentar2 ini bilang 10rb dapat apa, setidaknya bersyukur dapat makan gratis untuk anak2,kan ada itu harga nasi dan lain2 yang harga 10rb,kalau mau banyak komentar bawah sendiri aja makanan dari rumah 😂😂😂"
folkative,crazyvisor_,"Turunin dolar dulu pak jadi 5000, pasti nnti bahan makanan nya jadi murah😂"
folkative,24mulyono_,Anak abah dapat juga g pak? Biar tutupi mulutnya
folkative,ayukworld,10 nasih padang sebakul gak sih?
folkative,_dharuprasetyo,Lumayan dapet nasi uduk komplit
folkative,g4yung.19,10 ribu makanan berigizi ?
folkative,dian.rwt,"idih di jogja masih ada tuh naspad 10rb, jgn banyak kritik bisa kali. ikitin alurnya aja"
folkative,brrruul__,Beli moring aja serenceng
folkative,rinpast,"Bebas mau berapapun anggarannya, tapi tolong jangan dikorupsi. Dah itu aja. Biar tepat sasaran dan sesuai rencana."
folkative,dul22577,10 rb di papua dpat menu apa ya? Spil dong
folkative,hands168,Bntr 10rb kalo d jakarta dpt apa? Nasi rames+ susu greenfild bs? 😂 kmrn katanya 15rb 😢
folkative,defiioktariaa,Alhamdulillah
folkative,louiss1998_,Kmaren 15 sekarang 10
folkative,arbye_crowk,Mie ayam🤤
folkative,m.r.zacky,Program gini kalo diterapkan kena pajak lagi gak sih ?
folkative,daffaizzul_hq,"gini ya guys 10.000 itu bahan mentahnya yg dimaksud, klo dijual mungkin bisa sampe 20.000-30.000 dapet 🗿"
folkative,qraraz,YG MAU DEBAT BISA DM
folkative,ferdyalkhh,naspad bisa nih
folkative,af_amri,😂 dapet gizi apaan ya. Kalo di di tegal cuma dpt sega ponggol gorengan 2😂
folkative,jakahasby,Turun tah boy
folkative,yayaqyazid97,di lombok bisa dpt ayam geprek+es teh
folkative,jordy.wurara,🙏🏻🙏🏻
folkative,djenvrn,Alhamdulillah ❤️
folkative,kaeeel_l,pajak+++
folkative,hardyandestro_,Lumayan lah itu 10k
folkative,ridhwan.50,Disini 10rb dapet ayam goreng plus telur pak dibapa dapet apa?
folkative,rinnofatkhurohman,"Wkwkwk anak abh pada komen, ini tuh buat anak sekolah, bukan untuk tua bangka kek kalian"
folkative,rahmanplay,Alhamdulilah lumayan pak padang ceban
folkative,setiawanel,Lebih baik jd BLT anak😍 Biar orang tua yg ngurus drmh
folkative,putrarosyid07,"Lumayan lah di sini masih bisa dapat paket nasi Padang, nasi rames 2 bungkus, bakso 2 bungkus, mie ayam, paket ayam geprek"
folkative,faaan_s,Komennya pada lucu lucu semua wkwkwk
folkative,rikira.17,"kita yang kerja aja jatah makan 25rb, buat anak 10rb HARUSNYA BERSYUKUR!!!!!!!"
folkative,terecaaa,Makan diwarteg bahari aja cuma dapet nasi sama telor goreng 😢
folkative,iamzealouzs,"Adik2 jng samain sama beli makanan lain yg belinya 1 pcs, ini kan skala nasional quantitynya banyak, dan pasti smua sayur dn makanan dpt harga terbaik 😮‍💨"
folkative,_mhmrdwn,gausah sebutin nominal pak yang penting isinya
folkative,novi.chubby84,😂
folkative,____ukaaaa,"Mentahannya aja deh pak,dpt nasi ayam sambel matahnya @aulyanzrl_"
folkative,samuelltb_,Khusus buat siswa bukan SATWA
folkative,nuri_sartika.dewi,"Alhamdulillah,, aku biasa setiap Jumat menu gnti2 5rb,, dpt nasi ayam suwir"
folkative,rigormortlz,labil bgt kocak
folkative,ms.winaldo,Serius.. klo gini.. sewa tukang masak aja.. gaji tukang masak dan sewa dapur umum. Jangn cari UMKM.. harga segitu plus suruh nganterin. Ga masuk! Trus H + berapa baru dibayar?? Klo H+ sebulan (dimana biasanya proyek pemerintahan suka lamaaaa).. apa ga keteteran tuh UMKM.
folkative,donquixotenoe,"10rb, nasi ayam buah sayur nasi susu kotak kecil itu cukup. Kalau porsi untuk anak SD. Beda kalau porsi kuli ya"
folkative,_.3k0o00,Gak kurang kah itu
folkative,agusokadrmwn,Setelah apa sebelum ?
folkative,nendra17,"Lebih baik batalin, dari pada dipaksakan bikin tekor APBN/APBD.."
folkative,framdhna,Nasi padang aja dipatok harga termurah 12rb...😂
folkative,segantarii,"Buat anak SD yaa cukup, SMP dan SMA nasinya banyakin yaaa pada hawaa semua klw makan 😂"
folkative,vpm22_,Nasi kuning dapet 2 😂
folkative,fa_timah8291,Sepuluh ribu kali .... =
folkative,anggie_prams,Semoga tidak Menyusut di tengah jalan 😢
folkative,andikafariwara_mc,"Tapi ya masih ada ko perusahaan yg masih kasih catering harga 12.500 dapet nasi, lauk, keringan , sayur , buah dan kerupuk"
folkative,riarahardjo,Semoga nantinya akan dibuatkan dapur sehat perwilayah..jadi kesehatan gizinya diatur langsng oleh ahli gizi..kalo dianggarkan bgini banyk dipotongnya sama oknum
folkative,rauufoktavian,ada kata minimal itu beliau di video aslinya :” kenapa ga dicantumin kata “minimal”nya min?😢 udah beda makna kurang satu kata aja
folkative,mr.ran19,"Yg dikasih anak2, yang bawel org dewasa😂"
folkative,tofiqnasseri,ayam geprek bajak 11ribu @rifkyradhitya
folkative,febio.harahap,"kenapa pada mikir nasi padang segala macem? padahal kan dana 10k itu bukan untuk di beliin nasi padang tapi dari bahan mentah yg di jadikan olahan makanan, kalo mikirnya nasi padang 10k ga dapet apa apa ya jelas lah, orang mereka jual mau cari untung pasti di mahal kan lah kocak"
folkative,frozen_food_yuna,SD swasta dapet jatah nggak ya
folkative,lyanmhmmd,10 rb di desa2 terpencil udah makan enak
folkative,donysaputra_2,Tambah 3rb dapat nasi padang tu
folkative,rzky_alfikri,Emang cukup kah
folkative,birdhouse_firera,@zakizulfahmi cupu amat diapus komennya 😂
folkative,agungsetiawan90,"Paling jadinya 5000 ,, 5000 lagi nya dikorupsi"
folkative,xyzapb_,Mana ada gizinya
folkative,mhmd.gilngg_,paket cebanya bewok dpt cumi ama usus😆
folkative,wibawadia,10rb di bekasi dapet nasi sama apa pak?
folkative,afrizalfahmi27,"Komentar ya bervariasi ada yang mendukung ada yang masih komplain. Wajar manusiawi, tapi kebanyakan ngeluh juga kaga bagus yang ada sakit hati berat bawaannya nikmati dan syukuri aja udh kita cukup do'ain agar pemerintah sekarang jauh lebih memperhatikan masyarakat ya bukan cuma ngomong sebakul janji ya kaga sejalan ama omongan.

Setiap manusia mungkin punya rencana tapi Allah memiliki rencana yang jauh lebih baik dan takdir yang manis untuk kita semua."
folkative,bobbybonar91,Nasi + tahu/tempe + sayur + susu 😍😍
folkative,menu_hariannku,10k potong pajak 12% jadi 8.800 👏
folkative,bashofi,👏👏👏👏👏
folkative,malibuni9ht,tebak menu wkwk
folkative,fjroetomo,Bersyukur
folkative,extnd._,"Ya ampun wok wok 10k dapet apaan paling telur puyuh 1, bayem 2 batang, sama nasi ukuran nasi kfc."
folkative,jiwojawi01,Gratis kn udh di bantu asing
folkative,cada.nursaid,"Gpp.. ada ko catering SD yg 10ribuan, udh dapet menu bergizi."
folkative,f.farhanr,"temen-temen inget ya, ini belum termasuk potongan administrasi yang masuk ke kantong pribadi saat tiba di level daerah🤭🤫😜"
folkative,septasaloniko_,hahahahahaha makan dah tuh 👏🏻10 rb 😂 semangat 10 rb rupiah pokoknyaa 👌🏻
folkative,mahboobss_,lumayan gae eceran surya 4
folkative,loraaputri.s,"Bersyukur ajaalah yg penting terlaksana ,, dari pada cuma omong kosong 😌"
folkative,wahid_ap,Anak umur 24tahun bisa dpt jga g pak mayan bisa mangkas duit makan siang buat beli pajero
folkative,eriz.lamungga,"tambah 2rb lagi pak, biar anak sekolah makan nasi pasang yang paketan"
folkative,annisaayudyaputri,ang ang ang ang
folkative,vincentiusdendy,"Walaupun bukan pendukung beliau sewaktu pemilu kemarin, tapi berharap dan mendoakan smoga di era beliau sekarang ini tidak blunder sperti era sebelumnya. Sehat2 terus pak @prabowo 🙌🏻"
folkative,hitmaaan_47,"Kalo sekiranya ga bs ga ush dipaksain..inget wo ,rakyat lo 245 jt jiwa..andai 10 rb program makan siangnya ..coba kalikan aja 10 × 240 jt warga indo..apakah cukup anggaran nya.. udh ambisius ga ngutek lagi ,malah lbh parah dari mulyono ni orng😂😂😂"
folkative,mlnazss,disyukuri yg penting perut keisi makanan
folkative,kucingserval,Biaya perorang tahanan kpk kok mahal.
folkative,nebula.ugahari,info loker dong pak hehehe
folkative,tiya0206,program yg bagus pak😭🫶
folkative,firdamwd,"Semoga menunya g tiap hari ayam, semoga bisa bervariasi ke olahan ikan amin"
folkative,dwnz08,"tahu tempe telor bsa lah 10rb drpd 10rb buat jajan pentol atau seblak,ga ad gizinya😂"
folkative,fiiirudiiin27,Mayan klo belinya di warteg..
folkative,alfyhnurb_,10k bakso aja enak pakkk
folkative,secondbornn_,😮
folkative,dexxrxllll,banyak itu anjir misal 10rb x 30 =300rb kalo masak 300rb itu bisa buat pagi sore
folkative,putra_trabas,Sekali makan di kota itu udah 50rb baru sehat klo 10rb mau sehat dari mana😂
folkative,lylaclav,"bisa 30k per anak, kalo 210t tidak di korup dan, korup korup lain nya wkwkwkwk"
folkative,andrejuliansah,"Lagian repot2 bner ngasih makan , makan anak2 mah urusan orang tuanya , makan ibu hamil urusan suaminya , nahh urusan pemerintah itu , Membuat ekonomi jadi naik lagi , daya beli masyrakat kembali lagi , tanya petani perlu apa , tanya pabrik2 butuh apaa umkm perlunya apa klo itu smua udh ter realisasikan rakyat sejahtera udh gabakal ada itu kasus gizi buruk dan lain sebagainya"
folkative,"267,385 likes",
jogdaily,amrymarcellino,"Bawa sini 10rb tak bikinin masakan lezat dan bergizi,1kecamatan apa kabupaten siap suplay.insyallah tahun depan bisa beli palisade 😂"
jogdaily,soerjanto.vh,😂😂
jogdaily,nurijogja,"10rb bs lauk ayam, ikan, sapi, seafood atau telur. Tp di suwir²"
jogdaily,agungdwijatmiko,Banyak yg mau klo sampeyan keberatsn😂😂😂
jogdaily,stephanus_sigit,"Sebetulnya gak bisa sama rata sih modalnya.. kan tiap2 daerah, harga bahan bakunya beda2."
jogdaily,ansaresi.al,"Sini ke ketering gw, 10.ge masih kembali makan sama nasi ayam"
jogdaily,kristilscheelie,Tergantung daerah yah..
jogdaily,s.mikhangel,"Tergantung daerah, klo di kalimantan lha 10rb paling dpt nasi ayam aja gak pke lauk dkk, tp klo daerah laen kya nya msh bs deh"
jogdaily,kampleng_dotkom,Udah di korusi pihak mana aja tu
jogdaily,haris2new,"Warga tangerang hapal betul tu ya... nasi uduk, telor bulet, bakwan 1 pas 10rbu😂"
jogdaily,arjuna9470,"Ada kok di salah satu sekolah swasta dikota jogja yg catering sekolah itu malah dibawah 10rb sudah dpt nasi lauk/ayam dan sayur, kalau 15 rb bs komplit sama buah itu malah"
jogdaily,pipitip,Bisa sih tanpa susu. Tapi gizi gak dihitung ya.
jogdaily,amryesto07,"Drpd makan gratis LBH baik kendalikan harga sembako n turunkan BBM n pajak ,dgn begitu kami ortu BS memberi makanan yg bergizi utk anak kami + buat 1keluarga"
jogdaily,leakvanhelsink,Bagi pelaku usaha catering yang mau ambil proyek itu silakan nek aku emoh.. . 😢 kakean permintaan.. gek pembayarane tempo.. durung keno pajak.. dll..
jogdaily,fariz.ig_,"10rb dapet makan siang bisa 4 sehat kok, asal bikinnya borongan. Kalo bikinnya satuan ya ga masuk"
jogdaily,prilla_choirunnisa,Mmmm.... 10ribu tergantung pulau nya?
jogdaily,imfat_only,"Nasi, telur bulat, tahu, oseng kacang panjang, krupuk."
jogdaily,diahh_34,"Di sekolah anak saya gak sampai 10rb dapet ayam nugget bakso sate menunya , bayarnya per semester"
jogdaily,yudhiputro,Kembali ke olive wkwk...yang biasanya kalau ada acara anak di sekolah atau di kampung pesen olive chicken sayap... 😂😂. 10K klik tombol like >>>>>>>
jogdaily,idblackbox,Makanan bergizi kok kerupuk. Keliatan nutrisinya gak diitung 😂
jogdaily,308 likes,
katadata,cikdirga,"Presiden idola, sehat sehat pak prabowo"
katadata,pelatihbuayabetina,Wkt kampanye bacotnya tdk kurang dr 15k😂😂😂...dan lihat saja nanti pasti di korupsi lg sama vendor jd cuma goceng😂😂😂😂
katadata,nisawedestiara,Besok susunya diganti air tajin
katadata,dedesetiawan292,"Kolaborasi dengan pasar dan petani hari 1 nasi+telur,h2 nasi+sayur,h3 nasi-ikan,h4,nasi tempe tahu,h5 nasi ayam suir ,h6 nasi sup bisa"
katadata,evi.1305,Dana nya minjam ke China...😂😂
katadata,walk_heaven,"Pasti bakal ada yang bilang, ""disyukuri saja"".😂"
katadata,baraya_maung,Mending pakai buka usaha gak sih yg bisa nyerah pegawai ataupun batalin aja kenaikan PPN agar warga sejahtera dan akhirnya bisa kasih anaknya sendiri makanan yg bergizi
katadata,reyhanabyan17,hiyahiya hiyaahiyaaa dipangkas lagi jadi 8k ntar😂😂
katadata,kulafauzi,Astaghfirullah pak
katadata,rachmans_13,"makanya klo kampanye jgn kasih angin surga,masuk angin ujung2nya 😂😂😂😂.KOCAK.!!!!"
katadata,drew.storage,anjayyyy 10 rebu makan mie goreng aja udah😂
katadata,retvika.antonio,"Cash aja pak, cash😢"
katadata,tunjung_77,"Nasi separo 4k, sayur sop 3k, bakwan 2 pc 3k, harga warteg. Nasi padang 10k an, nasi + kuah gulai+ daun singkong+ikan tongkol potong."
katadata,tonisuckseed,10 ribu lauknya apa aja?
katadata,anitaarifin08_,Besok trn lg 5000😂
katadata,siria9392,"10rb udh pake daging ga pak??? Anak2 jarang ada yg mkn daging looh pak,,palingan idul adha doang ngerasain mkn daging itu jg krna dibagi."
katadata,ianjek_86,"Peranak, kalau dirumah ada anak 3 jadi 30ribu"
katadata,jafar_al_as,10k = makanan + susu. Itu harga susunya aja udah setengahnya wkwkwk. Lauk makanannya apa?
katadata,ririnekaaryaniirin,semoga ga turun lagi
katadata,itaa_masitah19,"Makan gratis biayanya 10 ribu....nanti dipangkas lagi sama pelaksana atau penyedia makan gratisnya...mending Uangnya 10 ribu langsung di berikan ke anak murid biar orang tuanya yang masak untuk makan bwrgizi...ada nasi, sayur, buah dan susu"
katadata,wbwrdh,Padang 10rb. Pake lele
katadata,bosdooo,"30 ribu perhari, perbulan 2,7 juta ? Gimna tu hitungan nya ?😮"
katadata,awanstore27,Sampe ke siswa jadi kena nya 5.000😂
katadata,haryoaries,Sampe dimurid 7k😂😂😂
katadata,brothers_reptiless,"Dari 18rb,15rb,skr 10rb blum lg tar dicatut"
katadata,tresnology,"Mayan lah kupat tahu 10 ribu di tempat saya, tapi yg tahunya setengah"
katadata,kamil_rozak,Seblak
katadata,wiwit_stevania,"Mending nggak usah aja lah , bikin lapang pekerja bapak @prabowo itu yang di perlukan rakyat Indonesia ngerti nggak sich"
katadata,vridewa,Yeesss selisihnya buat…..
katadata,satria_lkmantr,kwkwkwk
katadata,inysanjaya_,Nasik kuning
katadata,tanah_semeru,Ini skema pemberian nya gmn yak ?
katadata,tda7294sub,Well haha
katadata,hartonohenn,"Makanya pak, sebelum bikin program research dulu jumlah kesiapan anggaran dsb, jangan main lempar wacana. Situ yg selalu bilang dunia sedang dalam ketidakpastian tapi tiap bikin program selalu setinggi langit. Masyarakat jangan terus dibohongi. Banyak orang yg suka sama anda @prabowo tapi juga jangan diberi harapan palsu."
katadata,not_that_nerd_,🤣🫵
katadata,wawanridwan662,Kira2 msh di korupsi gak ya dari nilai 10K
katadata,_andreoktovian_,Ntar lama2 jadi sembako beras kayak biasa😂
katadata,ysnttrgn,program maksa
katadata,m.aditiah.arif,🤣😂🤣😂🤣
katadata,garessa,Yg penting gratis 😂
katadata,santoso78564,"10 Ribu Rupiah itu hitungan Per Anak dalam Satu Keluarga, Belum termasuk ibu hamil, @katadatacoid"
katadata,alfidanza,HAHA WAKTU KAMPANYENYA NGOMONG SANGAT MEYAKINKAN... DANA KITA ADA.....PAS KENYATAANYA... YA NILAI SENDIRI... SUDAH BOSAN LIHAT JANJI JANJI KAMPANYENYA.... 😂😂😂
katadata,alfan1632_,"Saya mendukung program itu, tapi kalau 10rb include susu, apakah yakin terpenuhi? Karena ketika dana itu turun, pasti nyampek di vendor catering juga kepotong."
katadata,hiukali,Yang enak satu keluarga anaknya 4.. Sehari dapat 40rb sendiri sudah.. Yang anaknya satu cuman 10rb..😂😂
katadata,stoicisme.98,Yg hujat semoga gamau nerima jikalau anaknya disekolah dapet batuan 10rb/anak ini. Kalo masi Nerima gatau malu sih
katadata,rakha_nflkhrn,😂
katadata,yudi_kiemas,Nasi telor ceplok
katadata,izhhsr,😂
